ID,Titolo,Generi,Punteggio,Stato
3579,Mashounen B.T.,"Action, Comedy, Fantasy, Mystery, Psychological, Shounen, Supernatural",4,completed
848,Master Keaton,"Adult Cast, Adventure, Drama, Historical, Military, Mystery, Seinen, Slice of Life",0,plan_to_read
147820,Master Villainess the Invincible!,"Action, Fantasy, Isekai, Martial Arts, Villainess",5,dropped
147455,Masters of Lightning Knives,"Action, Martial Arts",5,on_hold
110160,"Mata, Onaji Yume wo Miteita",Drama,6,completed
147712,Maybe Meant to Be,"Adult Cast, Comedy, Romance",6,reading
5711,Megumi no Daigo,"Action, Award Winning, Drama, Shounen",0,plan_to_read
105877,Mobuko no Koi,"Adult Cast, Drama, Romance, Seinen",6,reading
104440,Monkey Peak,"Horror, Seinen",0,plan_to_read
1,Monster,"Adult Cast, Award Winning, Drama, Mystery, Psychological, Seinen",8,completed
129808,Mookhyang: Dark Lady,"Action, Adventure, Fantasy, Magical Sex Shift",7,reading
149141,Mookhyang: The Origin,"Action, Adventure, Fantasy",6,completed
124471,Moon You,"Comedy, Drama, Sci-Fi, Space",6,completed
147941,Mori-chan Ken-chan,"Drama, Memoir, Seinen",8,completed
658,Mugen no Juunin,"Action, Adventure, Drama, Historical, Martial Arts, Samurai, Seinen, Supernatural",5,plan_to_read
147642,Murim RPG Simulation,"Action, Adventure, Fantasy, Martial Arts, Time Travel, Video Game",5,dropped
418,Mushishi,"Adult Cast, Award Winning, Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",0,plan_to_read
70259,Mushoku Tensei: Isekai Ittara Honki Dasu,"Fantasy, Isekai, Reincarnation, Seinen",2,dropped
149438,My Blasted Reincarnated Life,"Action, Fantasy, Reincarnation",4,dropped
148733,My Boss's Special Request,"Adult Cast, Romance, Workplace",5,on_hold
148620,My Dad Is Too Strong,"Action, Comedy, Fantasy",3,dropped
150203,My Daughter Is the Final Boss,"Action, Childcare, Fantasy, Time Travel",3,dropped
151111,My F-Rank High School Life,"Action, School, Super Power",2,dropped
143627,My Gently Raised Beast,"Fantasy, Romance",6,completed
108032,My Home Hero,"Drama, Seinen, Suspense",0,plan_to_read
147073,My Life as a Loser,"Action, Drama, School, Time Travel",4,dropped
148958,My Master Is a Backseat Gamer,"Action, Fantasy",2,dropped
151757,My Royal Awakening,"Drama, Historical, Reincarnation, Time Travel",6,completed
147202,My S-Class Hunters,"Action, Adventure, Fantasy, Time Travel",3,dropped
150561,Mythic Item Obtained,"Action, Fantasy",6,on_hold
138533,Nan Hao Shang Feng,"Comedy, School",7,reading
28,Nana,"Adult Cast, Award Winning, Drama, Love Polygon, Music, Romance, Shoujo",0,plan_to_read
44485,Nanatsu no Taizai,"Action, Adventure, Award Winning, Fantasy, Shounen",1,dropped
147863,Nano Machine,"Action, Adventure, Fantasy, Martial Arts, Sci-Fi",5,dropped
112245,Navillera: Like a Butterfly,"Drama, Performing Arts",0,plan_to_read
102458,Neko no Otera no Chion-san,"Seinen, Slice of Life",0,plan_to_read
141226,Neko no Te datte Yaku ni Tatsu,"Comedy, Romance, Supernatural",3,dropped
18753,Nekojiru Udon,"Anthropomorphic, Comedy, Seinen",4,completed
159130,Nick to Lever,"Comedy, Gag Humor, Seinen",6,completed
119084,Nihon e Youkoso Elf-san.,"Comedy, Fantasy, Isekai",5,dropped
39291,Nijiiro Days,"Comedy, Romance, School, Shoujo",0,plan_to_read
13290,Ningen Shikkaku,"Drama, Historical, Psychological, Seinen",0,plan_to_read
123065,Ninkyou Tensei: Isekai no Yakuza Hime,"Action, Adventure, Fantasy, Isekai, Reincarnation, Seinen",7,reading
122775,"Nito no Taida na Isekai Shoukougun: Saijakushoku ""Healer"" nanoni Saikyou wa Cheat desu ka?","Action, Adventure, Fantasy, Isekai, Reincarnation",4,dropped
90423,No Guns Life,"Action, Sci-Fi, Seinen",0,plan_to_read
147769,No Home,"School, Slice of Life",5,completed
29983,Noblesse,"Action, Adventure, Comedy, School, Supernatural",6,completed
12569,Not Simple,"Drama, Seinen, Slice of Life",0,plan_to_read
163356,Ogami Tsumiki to Ki Nichijou.,"Anthropomorphic, Fantasy, Love Status Quo, Romance, School, Shounen, Urban Fantasy",4,dropped
112774,Ojisama to Neko,"Pets, Slice of Life",5,dropped
114121,Ojisan wa Kawaii Mono ga Osuki.,Comedy,5,on_hold
140520,Okiraku Ryoushu no Tanoshii Ryouchi Bouei,Fantasy,3,dropped
132214,Omniscient Reader's Viewpoint,"Action, Adventure, Fantasy, Urban Fantasy",6,on_hold
143441,Omniscient Reader's Viewpoint,"Action, Adventure, Fantasy, Urban Fantasy",7,completed
17465,Omoide Emanon,"Drama, Seinen",8,completed
164732,Omori,"Horror, Psychological, Seinen",3,dropped
8967,Onanie Master Kurosawa,"Drama, Psychological, School",4,completed
156716,"One Day, Suddenly, Seoul Is","Survival, Suspense",7,on_hold
13,One Piece,"Action, Adventure, Fantasy, Shounen",7,reading
145980,One Piece: Nami vs. Kalifa,"Action, Adventure, Fantasy",2,completed
44347,One Punch-Man,"Action, Comedy, Parody, Seinen, Super Power",8,reading
112592,Oniichan wa Oshimai!,"CGDCT, Comedy, Magical Sex Shift",2,dropped
3299,Ookami to Koushinryou,"Adult Cast, Adventure, Drama, Fantasy, Historical, Romance, Seinen, Supernatural",7,completed
121083,Ookami wa Nemuranai,"Action, Adventure, Fantasy, Isekai",0,plan_to_read
35573,Orange,"Drama, Love Polygon, Romance, School, Sci-Fi, Shoujo, Time Travel",0,plan_to_read
1211,Ore to Akuma no Blues,"Drama, Historical, Horror, Psychological, Seinen",8,on_hold
11514,Otoyomegatari,"Award Winning, Historical, Romance, Seinen",0,plan_to_read
123397,Ou no Kemono: Enpei no Arcana,"Crossdressing, Drama, Fantasy, Romance, Shoujo",0,plan_to_read
147727,Overgeared,"Action, Fantasy, Video Game",4,dropped
81667,Overlord,"Action, Fantasy, Isekai",0,plan_to_read
4632,Oyasumi Punpun,"Drama, Psychological, Seinen, Slice of Life",9,completed
3031,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen",0,plan_to_read
154587,Pick Me Up,"Action, Fantasy, Isekai, Video Game",0,plan_to_read
146750,Pigpen,"Horror, Psychological, Survival, Suspense",7,completed
5744,Ping Pong,"Drama, Seinen, Sports",0,plan_to_read
481,Planetes,"Adult Cast, Award Winning, Drama, Psychological, Sci-Fi, Seinen, Slice of Life, Space, Workplace",0,plan_to_read
149871,Player,"Action, Adventure, Fantasy, Isekai",6,on_hold
745,Pluto,"Action, Award Winning, Detective, Mystery, Psychological, Sci-Fi, Seinen, Suspense",0,plan_to_read
119260,Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi,"Comedy, Romance, School, Shounen",4,dropped
3438,Psyren,"Action, Adventure, High Stakes Game, Psychological, Romance, Sci-Fi, Shounen, Strategy Game, Super Power, Supernatural",0,plan_to_read
106733,Ragna Crimson,"Action, Fantasy, Shounen",0,plan_to_read
7482,Rainbow: Nisha Rokubou no Shichinin,"Award Winning, Delinquents, Drama, Historical, Psychological, Seinen",0,plan_to_read
109229,Raise wa Tanin ga Ii,"Organized Crime, Romance, Seinen",8,reading
22986,Ran to Haiiro no Sekai,"Drama, Fantasy, Romance, Seinen, Supernatural",0,plan_to_read
146774,Random Chat,"Action, Drama, School",3,completed
73271,Re:Monster,"Action, Adventure, Fantasy, Isekai, Reincarnation",3,dropped
657,Real,"Award Winning, Drama, Psychological, Seinen, Sports, Team Sports",0,plan_to_read
151157,Reality Quest,"Action, School, Supernatural",5,dropped
147924,Reborn as a Scholar,"Action, Martial Arts, Reincarnation",6,completed
181605,Red Shirt,"Action, Drama",2,dropped
148512,Reincarnated as an Unruly Heir,"Action, Martial Arts, Reincarnation",5,dropped
168981,Reincarnated Murim Lord,"Action, Fantasy, Martial Arts, Reincarnation",6,reading
161442,Reincarnation of the Veteran Soldier,"Action, Adult Cast, Fantasy, Isekai",6,on_hold
78523,ReLIFE,"Comedy, Drama, Romance, School, Slice of Life",4,dropped
158010,Return of the Bloodthirsty Police,"Action, Organized Crime, Reincarnation",5,dropped
146878,Return of the Blossoming Blade,"Action, Adventure, Fantasy, Martial Arts, Reincarnation",7,reading
147577,Return of the Mad Demon,"Action, Martial Arts, Time Travel",6,reading
149349,Return of the Scholar,"Action, Fantasy, Martial Arts",3,dropped
153399,Return of the War God,"Action, Fantasy, Martial Arts",6,reading
152612,Returning With Absolutely Nothing,"Action, Fantasy, Isekai, Time Travel",6,on_hold
157888,Revenge of the Baskerville Bloodhound,"Action, Fantasy, Time Travel",2,dropped
148002,Reverse Villain,"Action, Reincarnation, Supernatural",2,completed
78477,Rikudou,"Combat Sports, Drama, Seinen, Sports",0,plan_to_read
148729,Rooftop Swordmaster,"Action, Supernatural",2,dropped
148511,Rookie Chef with the Magic Touch,"Drama, Gourmet",3,dropped
915,Rookies,"Comedy, Delinquents, Drama, School, Shounen, Slice of Life, Sports, Team Sports",0,plan_to_read
104298,Route End,"Detective, Mystery, Shounen, Suspense",0,plan_to_read
148054,Ruri Dragon,"School, Shounen, Slice of Life, Supernatural",5,completed
109339,Saihate no Paladin,"Action, Adventure, Fantasy, Isekai, Reincarnation",0,plan_to_read
37755,Saiki Kusuo no Ψ-nan,"Comedy, Gag Humor, School, Shounen, Super Power, Supernatural",4,dropped
3575,Saikyou Densetsu Kurosawa,"Action, Comedy, Delinquents, Drama, Psychological, Seinen, Suspense",0,plan_to_read
116701,Saikyou Juzoku Tensei: Majutsu Otaku no Risoukyou,"Adventure, Fantasy, Isekai, Reincarnation",3,dropped
159741,Saitei Chara ni Tensei shita Ore wa Ikinokoritai,"Adventure, Fantasy, Isekai, Reincarnation, Video Game",3,dropped
131334,Sakamoto Days,"Action, Comedy, Shounen",7,on_hold
48649,Sakamoto desu ga?,"Comedy, Gag Humor, School, Seinen",6,completed
145863,Sayonara Eri,"Drama, Shounen",8,completed
661,Sayonara Zetsubou Sensei,"Award Winning, Comedy, Gag Humor, Parody, School, Shounen",4,completed
145539,Seasons of Blossom,"Love Polygon, Romance",8,completed
147091,Seihantai na Kimi to Boku,"Comedy, Romance, School, Shounen",7,reading
1827,Shaman Warrior,"Action, Adventure, Drama, Fantasy, Martial Arts",0,plan_to_read
148655,Shark,"Action, Drama",6,reading
157543,Shibatarian,"Psychological, Shounen, Suspense",3,completed
37707,Shigatsu wa Kimi no Uso,"Award Winning, Drama, Music, Romance, School, Shounen",9,completed
3868,Shigurui,"Action, Drama, Gore, Historical, Martial Arts, Samurai, Seinen",0,plan_to_read
117851,Shimeji Simulation,"School, Slice of Life",7,completed
23390,Shingeki no Kyojin,"Action, Award Winning, Drama, Gore, Military, Shounen, Survival, Suspense",7,completed
57795,Shingeki no Kyojin: Before the Fall,"Action, Drama, Fantasy, Shounen, Supernatural",0,plan_to_read
58007,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Shoujo",6,completed
146751,Shotgun Boy,"Action, Horror, Psychological, Survival, Suspense",6,completed
72467,Shoujo Shuumatsu Ryokou,"Adventure, Award Winning, Iyashikei, Slice of Life",9,completed
126699,Shounen no Abyss,"Drama, Psychological, Seinen",0,plan_to_read
110485,Shuumatsu no Walküre,"Action, Fantasy, Mythology, Seinen",7,on_hold
118289,Skip to Loafer,"Award Winning, Drama, School, Seinen",7,dropped
51,Slam Dunk,"Award Winning, School, Shounen, Sports, Team Sports",8,completed
154009,Slave B,"Action, Adventure, Drama, Fantasy",3,dropped
110288,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","Comedy, Fantasy, Isekai, Reincarnation",3,dropped
3731,Solanin,"Drama, Seinen, Slice of Life",0,plan_to_read
119184,Solo Leveling,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy",6,completed
121496,Solo Leveling,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy",6,completed
172429,Solo Leveling: Ragnarok,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy",7,reading
96573,Something About Us,"Romance, School",7,completed
112268,Sono Bisque Doll wa Koi wo Suru,"Otaku Culture, Romance, School, Seinen",6,on_hold
126287,Sousou no Frieren,"Adventure, Award Winning, Drama, Fantasy, Shounen",8,on_hold
119161,Spy x Family,"Action, Childcare, Comedy, Shounen",7,reading
93516,SQ: Begin W/Your Name!,"Comedy, Girls Love, School, Slice of Life",7,completed
146909,SSS-Class Revival Hunter,"Action, Adventure, Fantasy, Time Travel",6,on_hold
146752,Study Group,"Action, Delinquents, School",6,reading
116539,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,"School, Shounen, Strategy Game",0,plan_to_read
110031,Summertime Render,"Mystery, Shounen, Supernatural, Suspense, Time Travel",3,dropped
8848,Sun-Ken Rock,"Action, Comedy, Drama, Ecchi, Seinen",3,dropped
148467,Super no Ura de Yani Suu Futari,"Adult Cast, Love Status Quo, Romance",7,reading
8438,Super-Conductive Brains,"Avant Garde, Seinen",5,completed
1533,Superior,"Action, Adventure, Drama, Fantasy, Romance, Shounen",4,completed
147276,Surviving Romance,"Horror, School, Survival, Suspense",5,completed
124845,Sweet Home,"Action, Drama, Gore, Horror, Suspense",9,completed
142600,Takopii no Genzai,"Drama, Psychological, Sci-Fi, Shounen",7,completed
151012,Tale of a Scribe Who Retires to the Countryside,"Action, Adventure, Fantasy, Martial Arts",4,dropped
146966,Teenage Mercenary,"Action, School",6,reading
153158,Telework Yotabanashi,"Adult Cast, Romance, Seinen",5,completed
72451,Ten Prism,"Action, Adventure, Drama, Fantasy, Seinen",3,dropped
111745,Tengoku Daimakyou,"Adventure, Mystery, Sci-Fi, Seinen",5,dropped
168656,Tensei Akuma no Saikyou Yuusha Ikusei Keikaku,"Adventure, Childcare, Fantasy, Isekai",4,dropped
113178,Tensei shitara Dragon no Tamago datta: Ibara no Dragon Road,"Action, Adventure, Fantasy, Isekai, Reincarnation",4,dropped
87609,Tensei shitara Slime Datta Ken,"Award Winning, Fantasy, Isekai, Reincarnation, Shounen",3,dropped
11366,Teppuu,"Action, Combat Sports, Drama, Psychological, Seinen, Sports",7,completed
37563,Terra Formars,"Action, Gore, Horror, Sci-Fi, Seinen, Survival",0,plan_to_read
148850,Terror Man,"Action, Supernatural",6,completed
162700,The Academy's Genius Swordsman,"Action, Fantasy, Time Travel",3,dropped
165031,The Apothecary Prince,"Adventure, Fantasy, Isekai, Reincarnation",3,dropped
147693,The Archmage Returns After 4000 Years,"Action, Adventure, Fantasy, Reincarnation",5,dropped
155284,The Baengri Clan's Unwanted Granddaughter,"Fantasy, Time Travel, Villainess",6,reading
141120,The Boxer,"Combat Sports, Drama, Sports",9,completed
8586,The Breaker,"Action, Comedy, Drama, Martial Arts, School",7,completed
22651,The Breaker: New Waves,"Action, Comedy, Drama, Martial Arts, Romance, School",6,completed
147569,The Celestial Returned from Hell,"Action, Fantasy, Urban Fantasy",4,dropped
173090,The Dang Clan's Swordmaster Heir Just Wants a Normal Life,"Action, Fantasy, Martial Arts, Reincarnation",6,reading
157232,The Dark Mage's Return to Enlistment,"Action, Fantasy, Military",4,dropped
148421,The Divine Surgeon,"Drama, Historical, Medical, Reincarnation, Time Travel",0,plan_to_read
147489,The Druid of Seoul Station,"Action, Fantasy, Isekai",2,dropped
152195,The Dungeon Cleaning Life of a Once Genius Hunter,"Action, Fantasy, Time Travel",3,dropped
87844,The Fable,"Adult Cast, Award Winning, Comedy, Organized Crime, Seinen, Suspense",9,completed
146787,The Gamer,"Action, Fantasy, School",2,dropped
111996,The God of High School,"Action, Adventure, Fantasy, Martial Arts, Urban Fantasy",6,completed
148454,The Grand Mudang Saga,"Action, Fantasy, Martial Arts, Reincarnation",5,on_hold
147272,The Greatest Estate Developer,"Adventure, Comedy, Fantasy, Isekai, Reincarnation",6,dropped
150455,The Hero Returns,"Action, Fantasy, Reincarnation, Time Travel",3,dropped
125036,The Horizon,"Adventure, Drama, Psychological",9,completed
154692,The Infinite Mage,"Action, Adventure, Fantasy",6,reading
159140,The Knight King Who Returned with a God,"Action, Fantasy",5,dropped
170427,The Knight Only Lives Today,"Action, Fantasy, Time Travel",7,reading
146827,The Lazy Lord Masters the Sword,"Action, Fantasy",6,on_hold
134744,The Legend of the Northern Blade,"Action, Adventure, Fantasy, Martial Arts",8,completed
147536,The Legendary Moonlight Sculptor,"Action, Adventure, Fantasy, Video Game",3,dropped
148679,The Lord of Coins,"Action, Adventure, Fantasy, Time Travel",0,plan_to_read
147322,The Max Level Hero Strikes Back,"Action, Adventure, Fantasy",2,dropped
153509,The Nine Heavens Swordmaster,"Action, Fantasy, Martial Arts",4,reading
148985,The Novel's Extra,"Action, Fantasy, Isekai, Reincarnation, School",3,dropped
165038,The Outcast Is a Fighter,"Combat Sports, Reincarnation, Sports",3,dropped
1320,The Ravages of Time,"Action, Adventure, Historical, Military",0,plan_to_read
150422,The Reaper,"Action, Fantasy, Martial Arts",6,reading
149305,The Red Book,Horror,4,completed
174559,The Regressed Mercenary Has a Plan,"Action, Fantasy, Time Travel",4,dropped
149013,The Return of the Disaster-Class Hero,"Action, Fantasy",4,dropped
180758,The Returned C-Rank Tank Won't Die!,"Action, Fantasy, Urban Fantasy",2,dropped
146761,The Skeleton Soldier Failed to Defend the Dungeon,"Action, Adventure, Fantasy, Time Travel",4,dropped
150546,The Slumbering Ranker,"Action, Fantasy, Video Game",2,dropped
149572,The Stormy Inn,"Action, Fantasy, Martial Arts",4,dropped
148961,The Superhuman Era,"Action, Super Power",8,reading
146949,The Swordmaster's Son,"Action, Adventure, Fantasy",3,dropped
162696,The Terminally Ill Young Master of the Baek Clan,"Action, Fantasy, Martial Arts",3,dropped
146856,The Tutorial Is Too Tough!,"Action, Fantasy, Isekai, Survival",4,dropped
147217,The World After the Fall,"Action, Fantasy",6,on_hold
1408,The World Is Mine,"Psychological, Seinen",0,plan_to_read
20647,Thermae Romae,"Award Winning, Comedy, Historical, Seinen, Time Travel",6,completed
109773,Theseus no Fune,"Drama, Mystery, Seinen",0,plan_to_read
155755,This Is the Law,"Drama, Supernatural, Time Travel",5,dropped
3159,Tista,"Action, Drama, Shounen",4,completed
148139,To Not Die,"Action, Drama",6,on_hold
3572,Tobaku Mokushiroku Kaiji,"Adult Cast, Award Winning, Drama, High Stakes Game, Seinen, Strategy Game",0,plan_to_read
102165,Tokidoki,"Drama, Romance, School, Shounen",7,completed
149334,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,"Comedy, Romance, School",5,on_hold
33327,Tokyo Ghoul,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",8,completed
69879,Tokyo-hatsu Isekai-yuki,"Comedy, Fantasy, Mystery, Seinen, Supernatural",6,completed
130216,Tomb Raider King,"Action, Adventure, Fantasy, Time Travel",3,completed
912,Tomie,"Drama, Gore, Horror, Shoujo, Supernatural",2,completed
92149,Tomo-chan wa Onnanoko!,"Comedy, Romance, School",5,completed
105747,Tondemo Skill de Isekai Hourou Meshi,"Adventure, Comedy, Fantasy, Gourmet, Isekai",7,on_hold
100035,Tongari Boushi no Atelier,"Fantasy, Seinen",7,plan_to_read
124154,Toorigakari ni One Point Advice shiteiku Type no Yankee,Comedy,6,completed
110771,Toshokan no Daimajutsushi,"Fantasy, Seinen",0,plan_to_read
93972,Totsukuni no Shoujo,"Fantasy, Shounen",8,completed
122663,Tower of God,"Action, Adventure, Drama, Fantasy, Mystery",6,on_hold
703,Trigun,"Action, Adult Cast, Adventure, Comedy, Sci-Fi, Shounen",0,plan_to_read
704,Trigun Maximum,"Action, Adult Cast, Adventure, Award Winning, Comedy, Drama, Sci-Fi, Seinen",0,plan_to_read
131924,Tsue to Tsurugi no Wistoria,"Action, Fantasy, School, Shounen",4,dropped
181465,"Tsuihou sareta Kajishi wa Cheat Skill de Densetsu wo Tsukurimakuru: Konyakusha ni Mise wo Oidasareta kedo, Kimama ni Mono Tsukutteirareru Ima no Hou ga Shiawase desu","Action, Fantasy",2,dropped
90117,Tsuki ga Michibiku Isekai Douchuu,"Adventure, Fantasy, Isekai",3,dropped
116367,Tuixiu de Yongzhemen,"Action, Fantasy",5,completed
14483,Uchuu Kyoudai,"Adult Cast, Award Winning, Drama, Sci-Fi, Seinen, Space, Workplace",0,plan_to_read
18570,Ultra Heaven,"Avant Garde, Drama, Psychological, Sci-Fi, Seinen",0,plan_to_read
114043,"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka",Romance,6,completed
142457,Umi ga Hashiru End Roll,"Shoujo, Slice of Life",0,plan_to_read
127127,Umibe no Q,"Drama, School, Sci-Fi, Seinen",0,plan_to_read
131843,Unholy Blood,"Action, Romance, Supernatural, Vampire",5,dropped
136975,Unmei no Hito ni Deau Hanashi,"Romance, Shoujo",0,plan_to_read
110766,Urasekai Picnic,"Action, Fantasy, Mystery, Shounen",0,plan_to_read
172843,"Urenokori no Dorei Elf wo Hirotta node, Musume ni Suru Koto ni Shita","Childcare, Fantasy, Seinen",5,on_hold
3468,Usagi Drop,"Childcare, Comedy, Drama, Josei, Slice of Life",2,completed
9982,Usogui,"Action, High Stakes Game, Psychological, Seinen, Strategy Game",0,plan_to_read
146207,Usuzumi no Hate,"Adventure, Sci-Fi, Seinen",7,reading
436,Uzumaki,"Drama, Horror, Seinen, Supernatural",4,completed
656,Vagabond,"Action, Adventure, Award Winning, Historical, Samurai, Seinen",10,completed
121151,Vampire Dormitory,"Crossdressing, Romance, Shoujo, Supernatural, Vampire",3,dropped
147191,Villain to Kill,"Action, Super Power",6,dropped
151550,Villain with a Crush,"Comedy, Romance, Super Power",5,dropped
642,Vinland Saga,"Action, Adventure, Award Winning, Drama, Historical, Seinen",9,reading
139164,Viral Hit,"Action, Martial Arts, School",6,completed
147724,Volcanic Age,"Action, Adventure, Fantasy, Martial Arts, Time Travel",5,dropped
15916,Waga Tousou,Historical,5,completed
19790,Wanitokagegisu,"Comedy, Seinen, Slice of Life",0,plan_to_read
131338,Whale Star: The Gyeongseong Mermaid,"Drama, Historical, Romance",0,plan_to_read
118575,Who Invited You?,"Comedy, Drama, Romance",0,plan_to_read
121269,Who Made Me a Princess,"Drama, Fantasy, Reincarnation",4,dropped
103237,Wind Breaker,"Action, Drama, Sports",6,dropped
48151,World Trigger,"Action, Sci-Fi, Shounen",0,plan_to_read
89087,Wotaku ni Koi wa Muzukashii,"Adult Cast, Comedy, Otaku Culture, Romance, Workplace",6,completed
130633,Yaiteru Futari,"Gourmet, Romance, Seinen, Slice of Life",5,on_hold
100128,Yakusoku no Neverland,"Award Winning, Mystery, Psychological, Shounen, Survival, Suspense",7,completed
125052,Yamada-kun to Lv999 no Koi wo Suru,"Romance, Video Game",0,plan_to_read
121480,Yofukashi no Uta,"Award Winning, Romance, Shounen, Supernatural, Vampire",5,completed
4,Yokohama Kaidashi Kikou,"Award Winning, Iyashikei, Sci-Fi, Seinen, Slice of Life",6,completed
17910,Yomawari Sensei,"Drama, Psychological, School, Seinen",0,plan_to_read
152825,Yongsa High: Dungeon Raiders,"Action, Fantasy, School",3,dropped
164902,Yoru no Manimani,Romance,5,completed
104,Yotsuba to!,"Award Winning, Childcare, Comedy, Iyashikei, Slice of Life",5,dropped
98436,Youjo Senki,"Action, Fantasy, Isekai, Military, Reincarnation",0,plan_to_read
93416,Youkai Gakkou no Sensei Hajimemashita!,"Comedy, Fantasy, Gag Humor, Mythology, School, Workplace",2,dropped
58245,Youkai Kyoushitsu,"Horror, Josei, Supernatural",4,completed
121426,Yozakura-san Chi no Daisakusen,"Action, Comedy, Shounen",5,dropped
62547,Yugami-kun ni wa Tomodachi ga Inai,"Comedy, School, Shounen, Slice of Life",7,completed
94376,Yuru Camp△,"CGDCT, Iyashikei, Slice of Life",4,dropped
107575,"Yuukyuu no Gusha Asley no, Kenja no Susume: to, Pochi no Daibouken",Fantasy,3,dropped
142818,Zeikin de Katta Hon,"Seinen, Slice of Life, Workplace",0,on_hold
122392,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"Adult Cast, Comedy, Seinen, Survival, Suspense",5,dropped
